Candidate_Rank,Antecedent_Items,support,confidence,lift,leverage,conviction,Rule_Length,Family_Signature,Family_Count,Score,Mechanism_Axis,Mechanism_Families,Governance_Scene,Governance_Interpretation_Template,Interpretation_Boundary,Semantic_Duplicate_Flag
1,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0,0.20077821011673153,0.7865853658536587,1.1990061626594917,0.033324350103710904,1.611739855475265,2,speed_v0|speed_vk,2,1.5677801777636982,speed_energy,speed_v0|speed_vk,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
52,FEATURE_Age_Over60||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞速度_VK___GT_50_0||性别_GESCHL_3-男性,0.02217898832684825,0.890625,1.357595640569395,0.00584202637435843,3.144858254585881,4,age|bio|crash_type|speed_vk,4,1.1586629316850603,vulnerability_speed,age|bio|crash_type|speed_vk,VRU vulnerability-sensitive speed and crossing protection,易损个体-速度轴线，适合支持老年/体弱VRU高暴露场景下的速度控制、过街保护和预警设施。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
53,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车高_HOEHE___GT_1495_0,0.08521400778210117,0.7448979591836735,1.1354613019585058,0.010166088812851068,1.3483579766536968,2,speed_v0|vehicle_size,2,1.157945918664072,vehicle_geometry_interaction,speed_v0|vehicle_size,"vehicle geometry, blind-zone, and VRU protection design",车辆几何-VRU交互轴线，适合支持车辆前端几何、盲区、车辆类型和VRU保护设计讨论。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
54,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0||公路分类_STRKL_1-公路以外的其他道路||性别_GESCHL_3-男性,0.04824902723735409,0.7948717948717949,1.211637314840162,0.008427682478160156,1.6768482490272378,4,bio|road_type|speed_v0|speed_vk,4,1.1576435337513757,speed_energy,bio|road_type|speed_v0|speed_vk,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
55,FEATURE_Age_Over60||VEH_车上第一碰撞点Z向坐标_BRPZ___GT_50_0||VEH_车宽_BREITE___GT_1800_0||性别_GESCHL_3-男性,0.033073929961089495,0.85,1.295670225385528,0.007547426910324152,2.293125810635538,4,age|bio|crash_type|vehicle_size,4,1.1545180705374083,vehicle_geometry_vulnerability,age|bio|crash_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
56,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车高_HOEHE___GT_1495_0||性别_GESCHL_3-男性,0.06536964980544747,0.7706422018348624,1.1747037121682067,0.009721873154779029,1.4997042801556424,3,bio|speed_v0|vehicle_size,3,1.1541639430752348,vulnerability_demographic_speed,bio|speed_v0|vehicle_size,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
57,FEATURE_Age_Over60||VEH_车长_LAENGE___GT_4598_5,0.07276264591439689,0.7824267782426778,1.1926671530745445,0.011754303623067723,1.5809338521400778,2,age|vehicle_size,2,1.1541372402550356,vehicle_geometry_vulnerability,age|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
58,FEATURE_Age_Over60||VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞时的总重_GEWGES___GT_1497_5,0.03463035019455253,0.8725490196078433,1.3300420998767244,0.008593317082771886,2.698832684824905,3,age|speed_v0|vehicle_mass,3,1.1536504888453023,vehicle_mass_speed_energy,age|speed_v0|vehicle_mass,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
59,FEATURE_Age_Over60||VEH_车高_HOEHE___GT_1495_0,0.07198443579766536,0.7838983050847457,1.1949102277982184,0.011741888597859157,1.5916990920881964,2,age|vehicle_size,2,1.1530599478548995,vehicle_geometry_vulnerability,age|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
60,VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_碰撞速度_VK___GT_50_0||性别_GESCHL_3-男性,0.03501945525291829,0.8411214953271029,1.2821365616789173,0.007706096988599375,2.164980544747083,4,bio|crash_type|speed_vk|vehicle_mass,4,1.1522184912191569,vehicle_mass_speed_energy,bio|crash_type|speed_vk|vehicle_mass,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
61,FEATURE_Age_Over60||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_车宽_BREITE___GT_1800_0,0.05797665369649806,0.7925531914893617,1.208103026172989,0.009986827961059215,1.6581063553826196,3,age|vehicle_mass|vehicle_size,3,1.1515455840980449,vehicle_geometry_vulnerability,age|vehicle_mass|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
62,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0||VEH_车长_LAENGE___GT_4598_5,0.07237354085603113,0.7440000000000001,1.1340925266903916,0.00855728322911778,1.3436284046692613,3,speed_v0|speed_vk|vehicle_size,3,1.1509941919492643,speed_energy,speed_v0|speed_vk|vehicle_size,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
63,FEATURE_Age_Over60||VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0||路灯_STRABEL_0-无路灯,0.018287937743190662,0.8867924528301887,1.3517536202690301,0.004758891126285032,3.038391699092089,4,age|light|speed_v0|speed_vk,4,1.1500315061968633,speed_energy,age|light|speed_v0|speed_vk,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
64,FEATURE_Age_Over60||VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0||VEH_车长_LAENGE___GT_4598_5,0.02178988326848249,0.8749999999999999,1.3337781731909844,0.005452921315992669,2.7517509727626432,4,age|speed_v0|speed_vk|vehicle_size,4,1.1499144591993575,speed_energy,age|speed_v0|speed_vk|vehicle_size,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
65,FEATURE_Age_Over60||VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞前的制动距离_WEGV___GT_0_5||VEH_碰撞速度_VK___GT_50_0,0.022568093385214007,0.8787878787878788,1.3395521046766599,0.005720601371708885,2.8377431906614787,4,age|crash_type|speed_v0|speed_vk,4,1.1485419040090035,speed_energy,age|crash_type|speed_v0|speed_vk,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
66,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0||VEH_车高_HOEHE___GT_1495_0||公路分类_STRKL_1-公路以外的其他道路,0.03229571984435798,0.8383838383838385,1.2779635021627904,0.007024481824100291,2.12830739299611,4,road_type|speed_v0|speed_vk|vehicle_size,4,1.148373802693146,speed_energy,road_type|speed_v0|speed_vk|vehicle_size,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
67,FEATURE_Age_Over60||VEH_车上第一碰撞点Y向坐标_BRPY___GT_60_0||VEH_车宽_BREITE___GT_1800_0||性别_GESCHL_3-男性,0.02840466926070039,0.8588235294117647,1.3091200893168655,0.0067071416675498485,2.4364461738002583,4,age|bio|crash_type|vehicle_size,4,1.1480489085590895,vehicle_geometry_vulnerability,age|bio|crash_type|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
68,FEATURE_Age_Over60||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_碰撞速度_VK___GT_50_0||VEH_车长_LAENGE___GT_4598_5,0.019844357976653695,0.8793103448275862,1.3403485090195115,0.0050389862072097984,2.8500277932184543,4,age|speed_vk|vehicle_mass|vehicle_size,4,1.1478276296583143,vehicle_mass_speed_energy,age|speed_vk|vehicle_mass|vehicle_size,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
69,FEATURE_Age_Over60||VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0||VEH_车高_HOEHE___GT_1495_0,0.019844357976653695,0.8793103448275862,1.3403485090195115,0.0050389862072097984,2.8500277932184543,4,age|speed_v0|speed_vk|vehicle_size,4,1.1478276296583143,speed_energy,age|speed_v0|speed_vk|vehicle_size,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
70,VEH_碰撞速度_VK___GT_50_0||VEH_车高_HOEHE___GT_1495_0||性别_GESCHL_3-男性,0.05797665369649806,0.7883597883597884,1.2017109466694282,0.009731562930551559,1.6252529182879378,3,bio|speed_vk|vehicle_size,3,1.147519021705086,vulnerability_demographic_speed,bio|speed_vk|vehicle_size,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
71,VEH_碰撞速度_VK___GT_50_0||VEH_车高_HOEHE___GT_1495_0,0.07431906614785992,0.7701612903225806,1.1739706501358436,0.011013338581961879,1.4965663185200353,2,speed_vk|vehicle_size,2,1.147340297633432,vehicle_geometry_interaction,speed_vk|vehicle_size,"vehicle geometry, blind-zone, and VRU protection design",车辆几何-VRU交互轴线，适合支持车辆前端几何、盲区、车辆类型和VRU保护设计讨论。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
72,FEATURE_Age_Over60||VEH_碰撞时的总重_GEWGES___GT_1497_5||性别_GESCHL_3-男性||路灯_STRABEL_0-无路灯,0.015953307392996108,0.8913043478260869,1.3586311826293258,0.004211115989644052,3.1645136186770415,4,age|bio|light|vehicle_mass,4,1.146893071666252,vulnerability_demographic,age|bio|light|vehicle_mass,individual demographic risk stratification,个体脆弱性—人口学分层轴线，适合作为年龄/性别等人群分层下的风险识别线索，不应解释为体格或可直接干预因素。,Individual vulnerability–demographic stratification axis; use as a demographic risk-stratification cue rather than a directly intervenable body-size mechanism.,0
73,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0||公路分类_STRKL_1-公路以外的其他道路,0.061867704280155644,0.7718446601941747,1.176536640984003,0.009283107995579035,1.507608245715705,3,road_type|speed_v0|speed_vk,3,1.1441123341719155,speed_energy,road_type|speed_v0|speed_vk,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",0
74,FEATURE_Age_Over60||VEH_碰撞速度_VK___GT_50_0||VEH_车长_LAENGE___GT_4598_5||性别_GESCHL_3-男性,0.021011673151750974,0.8709677419354839,1.327631729996556,0.005185241260276464,2.665758754863813,4,age|bio|speed_vk|vehicle_size,4,1.1435523581035114,vehicle_geometry_vulnerability,age|bio|speed_vk|vehicle_size,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,0
75,FEATURE_Age_Over60||VEH_碰撞时的总重_GEWGES___GT_1497_5||VEH_碰撞速度_VK___GT_50_0||性别_GESCHL_3-男性,0.02529182879377432,0.8552631578947368,1.3036929512393083,0.00589168647519266,2.3765122037495576,4,age|bio|speed_vk|vehicle_mass,4,1.142169102186903,vehicle_mass_speed_energy,age|bio|speed_vk|vehicle_mass,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",0
76,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车长_LAENGE___GT_4598_5||性别_GESCHL_3-男性,0.06964980544747082,0.7427385892116183,1.1321697356309959,0.008130933095126351,1.3370402912012052,3,bio|speed_v0|vehicle_size,3,1.141067014944643,vulnerability_demographic_speed,bio|speed_v0|vehicle_size,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,0
