Position,Train_Raw_Column,Test_Raw_Column,Train_Sanitized_Column,Test_Sanitized_Column,Feature_Kind,Status
143,年龄段(ALTERG)_5-13至17岁的青少年,年龄段(ALTERG)_5-13至17岁的青少年,年龄段_ALTERG_5-13至17岁的青少年,年龄段_ALTERG_5-13至17岁的青少年,categorical_dummy_or_binary,aligned
144,年龄段(ALTERG)_6-18至30岁,年龄段(ALTERG)_6-18至30岁,年龄段_ALTERG_6-18至30岁,年龄段_ALTERG_6-18至30岁,categorical_dummy_or_binary,aligned
145,年龄段(ALTERG)_7-31至40岁,年龄段(ALTERG)_7-31至40岁,年龄段_ALTERG_7-31至40岁,年龄段_ALTERG_7-31至40岁,categorical_dummy_or_binary,aligned
146,年龄段(ALTERG)_8-41至50岁,年龄段(ALTERG)_8-41至50岁,年龄段_ALTERG_8-41至50岁,年龄段_ALTERG_8-41至50岁,categorical_dummy_or_binary,aligned
147,年龄段(ALTERG)_9-51至60岁,年龄段(ALTERG)_9-51至60岁,年龄段_ALTERG_9-51至60岁,年龄段_ALTERG_9-51至60岁,categorical_dummy_or_binary,aligned
148,年龄段(ALTERG)_MISSING_OR_UNKNOWN,年龄段(ALTERG)_MISSING_OR_UNKNOWN,年龄段_ALTERG_MISSING_OR_UNKNOWN,年龄段_ALTERG_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
149,参与方类型(ARTTEIL)_10-二轮电动自行车,参与方类型(ARTTEIL)_10-二轮电动自行车,参与方类型_ARTTEIL_10-二轮电动自行车,参与方类型_ARTTEIL_10-二轮电动自行车,categorical_dummy_or_binary,aligned
150,参与方类型(ARTTEIL)_4-二/三轮摩托车,参与方类型(ARTTEIL)_4-二/三轮摩托车,参与方类型_ARTTEIL_4-二/三轮摩托车,参与方类型_ARTTEIL_4-二/三轮摩托车,categorical_dummy_or_binary,aligned
151,参与方类型(ARTTEIL)_5-二/三轮自行车,参与方类型(ARTTEIL)_5-二/三轮自行车,参与方类型_ARTTEIL_5-二/三轮自行车,参与方类型_ARTTEIL_5-二/三轮自行车,categorical_dummy_or_binary,aligned
152,参与方类型(ARTTEIL)_6-二/三轮电动摩托车,参与方类型(ARTTEIL)_6-二/三轮电动摩托车,参与方类型_ARTTEIL_6-二/三轮电动摩托车,参与方类型_ARTTEIL_6-二/三轮电动摩托车,categorical_dummy_or_binary,aligned
153,主动安全场景(ACSCE)_1002-TTS-两车同时转向，方向相同产生的冲突,主动安全场景(ACSCE)_1002-TTS-两车同时转向，方向相同产生的冲突,主动安全场景_ACSCE_1002-TTS-两车同时转向，方向相同产生的冲突,主动安全场景_ACSCE_1002-TTS-两车同时转向，方向相同产生的冲突,categorical_dummy_or_binary,aligned
154,主动安全场景(ACSCE)_1003-U-车辆掉头与其他车辆产生的冲突,主动安全场景(ACSCE)_1003-U-车辆掉头与其他车辆产生的冲突,主动安全场景_ACSCE_1003-U-车辆掉头与其他车辆产生的冲突,主动安全场景_ACSCE_1003-U-车辆掉头与其他车辆产生的冲突,categorical_dummy_or_binary,aligned
155,主动安全场景(ACSCE)_101-D1-右转弯行车事故,主动安全场景(ACSCE)_101-D1-右转弯行车事故,主动安全场景_ACSCE_101-D1-右转弯行车事故,主动安全场景_ACSCE_101-D1-右转弯行车事故,categorical_dummy_or_binary,aligned
156,主动安全场景(ACSCE)_103-D3-直行行车事故,主动安全场景(ACSCE)_103-D3-直行行车事故,主动安全场景_ACSCE_103-D3-直行行车事故,主动安全场景_ACSCE_103-D3-直行行车事故,categorical_dummy_or_binary,aligned
157,主动安全场景(ACSCE)_105-D5-向左换道事故,主动安全场景(ACSCE)_105-D5-向左换道事故,主动安全场景_ACSCE_105-D5-向左换道事故,主动安全场景_ACSCE_105-D5-向左换道事故,categorical_dummy_or_binary,aligned
158,主动安全场景(ACSCE)_1101-C1-穿行遇从右侧来的目标物,主动安全场景(ACSCE)_1101-C1-穿行遇从右侧来的目标物,主动安全场景_ACSCE_1101-C1-穿行遇从右侧来的目标物,主动安全场景_ACSCE_1101-C1-穿行遇从右侧来的目标物,categorical_dummy_or_binary,aligned
159,主动安全场景(ACSCE)_1102-C2-穿行遇从左侧来的目标物,主动安全场景(ACSCE)_1102-C2-穿行遇从左侧来的目标物,主动安全场景_ACSCE_1102-C2-穿行遇从左侧来的目标物,主动安全场景_ACSCE_1102-C2-穿行遇从左侧来的目标物,categorical_dummy_or_binary,aligned
160,主动安全场景(ACSCE)_1404-S4-与右侧开关车门的目标物碰撞,主动安全场景(ACSCE)_1404-S4-与右侧开关车门的目标物碰撞,主动安全场景_ACSCE_1404-S4-与右侧开关车门的目标物碰撞,主动安全场景_ACSCE_1404-S4-与右侧开关车门的目标物碰撞,categorical_dummy_or_binary,aligned
161,主动安全场景(ACSCE)_1502-Obstacle-障碍物,主动安全场景(ACSCE)_1502-Obstacle-障碍物,主动安全场景_ACSCE_1502-Obstacle-障碍物,主动安全场景_ACSCE_1502-Obstacle-障碍物,categorical_dummy_or_binary,aligned
162,主动安全场景(ACSCE)_201-L1-碰撞前方正常直行的目标物,主动安全场景(ACSCE)_201-L1-碰撞前方正常直行的目标物,主动安全场景_ACSCE_201-L1-碰撞前方正常直行的目标物,主动安全场景_ACSCE_201-L1-碰撞前方正常直行的目标物,categorical_dummy_or_binary,aligned
163,主动安全场景(ACSCE)_202-L11-与前方右侧临近车道目标物,主动安全场景(ACSCE)_202-L11-与前方右侧临近车道目标物,主动安全场景_ACSCE_202-L11-与前方右侧临近车道目标物,主动安全场景_ACSCE_202-L11-与前方右侧临近车道目标物,categorical_dummy_or_binary,aligned
164,主动安全场景(ACSCE)_203-L12-与前方左侧临近车道目标物,主动安全场景(ACSCE)_203-L12-与前方左侧临近车道目标物,主动安全场景_ACSCE_203-L12-与前方左侧临近车道目标物,主动安全场景_ACSCE_203-L12-与前方左侧临近车道目标物,categorical_dummy_or_binary,aligned
165,主动安全场景(ACSCE)_301-L4-被后方直行的目标物追尾,主动安全场景(ACSCE)_301-L4-被后方直行的目标物追尾,主动安全场景_ACSCE_301-L4-被后方直行的目标物追尾,主动安全场景_ACSCE_301-L4-被后方直行的目标物追尾,categorical_dummy_or_binary,aligned
166,主动安全场景(ACSCE)_303-L14-被后方左侧临近车道目标物追尾,主动安全场景(ACSCE)_303-L14-被后方左侧临近车道目标物追尾,主动安全场景_ACSCE_303-L14-被后方左侧临近车道目标物追尾,主动安全场景_ACSCE_303-L14-被后方左侧临近车道目标物追尾,categorical_dummy_or_binary,aligned
167,"主动安全场景(ACSCE)_401-L2-碰撞前方的目标物
（目标物从右侧强行变道而来）","主动安全场景(ACSCE)_401-L2-碰撞前方的目标物
（目标物从右侧强行变道而来）",主动安全场景_ACSCE_401-L2-碰撞前方的目标物_（目标物从右侧强行变道而来）,主动安全场景_ACSCE_401-L2-碰撞前方的目标物_（目标物从右侧强行变道而来）,categorical_dummy_or_binary,aligned
168,"主动安全场景(ACSCE)_402-L3-碰撞前方的目标物
（目标物从左侧强行变道而来）","主动安全场景(ACSCE)_402-L3-碰撞前方的目标物
（目标物从左侧强行变道而来）",主动安全场景_ACSCE_402-L3-碰撞前方的目标物_（目标物从左侧强行变道而来）,主动安全场景_ACSCE_402-L3-碰撞前方的目标物_（目标物从左侧强行变道而来）,categorical_dummy_or_binary,aligned
169,主动安全场景(ACSCE)_501-L15-与右侧旁车道通过的车辆刮擦,主动安全场景(ACSCE)_501-L15-与右侧旁车道通过的车辆刮擦,主动安全场景_ACSCE_501-L15-与右侧旁车道通过的车辆刮擦,主动安全场景_ACSCE_501-L15-与右侧旁车道通过的车辆刮擦,categorical_dummy_or_binary,aligned
170,主动安全场景(ACSCE)_502-L16-与左侧旁车道通过的车辆刮擦,主动安全场景(ACSCE)_502-L16-与左侧旁车道通过的车辆刮擦,主动安全场景_ACSCE_502-L16-与左侧旁车道通过的车辆刮擦,主动安全场景_ACSCE_502-L16-与左侧旁车道通过的车辆刮擦,categorical_dummy_or_binary,aligned
171,主动安全场景(ACSCE)_601-L5-向右变道后被后方直行的目标物追尾（包括正在变道）,主动安全场景(ACSCE)_601-L5-向右变道后被后方直行的目标物追尾（包括正在变道）,主动安全场景_ACSCE_601-L5-向右变道后被后方直行的目标物追尾（包括正在变道）,主动安全场景_ACSCE_601-L5-向右变道后被后方直行的目标物追尾（包括正在变道）,categorical_dummy_or_binary,aligned
172,主动安全场景(ACSCE)_602-L6-向左变道后被后方直行的目标物追尾（包括正在变道）,主动安全场景(ACSCE)_602-L6-向左变道后被后方直行的目标物追尾（包括正在变道）,主动安全场景_ACSCE_602-L6-向左变道后被后方直行的目标物追尾（包括正在变道）,主动安全场景_ACSCE_602-L6-向左变道后被后方直行的目标物追尾（包括正在变道）,categorical_dummy_or_binary,aligned
173,主动安全场景(ACSCE)_603-L7-向右避让与前方目标物,主动安全场景(ACSCE)_603-L7-向右避让与前方目标物,主动安全场景_ACSCE_603-L7-向右避让与前方目标物,主动安全场景_ACSCE_603-L7-向右避让与前方目标物,categorical_dummy_or_binary,aligned
174,主动安全场景(ACSCE)_701-On1-遇同一车道的对向目标物,主动安全场景(ACSCE)_701-On1-遇同一车道的对向目标物,主动安全场景_ACSCE_701-On1-遇同一车道的对向目标物,主动安全场景_ACSCE_701-On1-遇同一车道的对向目标物,categorical_dummy_or_binary,aligned
175,主动安全场景(ACSCE)_702-On2-向左换道与对向目标物,主动安全场景(ACSCE)_702-On2-向左换道与对向目标物,主动安全场景_ACSCE_702-On2-向左换道与对向目标物,主动安全场景_ACSCE_702-On2-向左换道与对向目标物,categorical_dummy_or_binary,aligned
176,主动安全场景(ACSCE)_705-On5-遇左侧车道的对向目标物,主动安全场景(ACSCE)_705-On5-遇左侧车道的对向目标物,主动安全场景_ACSCE_705-On5-遇左侧车道的对向目标物,主动安全场景_ACSCE_705-On5-遇左侧车道的对向目标物,categorical_dummy_or_binary,aligned
177,主动安全场景(ACSCE)_802-T2-车辆右转遇到对向来的目标物,主动安全场景(ACSCE)_802-T2-车辆右转遇到对向来的目标物,主动安全场景_ACSCE_802-T2-车辆右转遇到对向来的目标物,主动安全场景_ACSCE_802-T2-车辆右转遇到对向来的目标物,categorical_dummy_or_binary,aligned
178,主动安全场景(ACSCE)_804-T10-车辆右转遇从左侧来的目标物,主动安全场景(ACSCE)_804-T10-车辆右转遇从左侧来的目标物,主动安全场景_ACSCE_804-T10-车辆右转遇从左侧来的目标物,主动安全场景_ACSCE_804-T10-车辆右转遇从左侧来的目标物,categorical_dummy_or_binary,aligned
179,主动安全场景(ACSCE)_888-其他,主动安全场景(ACSCE)_888-其他,主动安全场景_ACSCE_888-其他,主动安全场景_ACSCE_888-其他,categorical_dummy_or_binary,aligned
180,主动安全场景(ACSCE)_901-T5-车辆左转遇从后方来的目标物,主动安全场景(ACSCE)_901-T5-车辆左转遇从后方来的目标物,主动安全场景_ACSCE_901-T5-车辆左转遇从后方来的目标物,主动安全场景_ACSCE_901-T5-车辆左转遇从后方来的目标物,categorical_dummy_or_binary,aligned
181,主动安全场景(ACSCE)_902-T3-车辆左转遇从对向来的目标物,主动安全场景(ACSCE)_902-T3-车辆左转遇从对向来的目标物,主动安全场景_ACSCE_902-T3-车辆左转遇从对向来的目标物,主动安全场景_ACSCE_902-T3-车辆左转遇从对向来的目标物,categorical_dummy_or_binary,aligned
182,主动安全场景(ACSCE)_903-T9-车辆左转遇从右侧来的目标物,主动安全场景(ACSCE)_903-T9-车辆左转遇从右侧来的目标物,主动安全场景_ACSCE_903-T9-车辆左转遇从右侧来的目标物,主动安全场景_ACSCE_903-T9-车辆左转遇从右侧来的目标物,categorical_dummy_or_binary,aligned
183,主动安全场景(ACSCE)_904-T4-车辆左转遇从左侧来的目标物,主动安全场景(ACSCE)_904-T4-车辆左转遇从左侧来的目标物,主动安全场景_ACSCE_904-T4-车辆左转遇从左侧来的目标物,主动安全场景_ACSCE_904-T4-车辆左转遇从左侧来的目标物,categorical_dummy_or_binary,aligned
184,主动安全场景(ACSCE)_MISSING_OR_UNKNOWN,主动安全场景(ACSCE)_MISSING_OR_UNKNOWN,主动安全场景_ACSCE_MISSING_OR_UNKNOWN,主动安全场景_ACSCE_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
185,酒精测试(ALKOTEST)_1-是,酒精测试(ALKOTEST)_1-是,酒精测试_ALKOTEST_1-是,酒精测试_ALKOTEST_1-是,categorical_dummy_or_binary,aligned
186,酒精测试(ALKOTEST)_2-否,酒精测试(ALKOTEST)_2-否,酒精测试_ALKOTEST_2-否,酒精测试_ALKOTEST_2-否,categorical_dummy_or_binary,aligned
187,酒精测试(ALKOTEST)_9-未知,酒精测试(ALKOTEST)_9-未知,酒精测试_ALKOTEST_9-未知,酒精测试_ALKOTEST_9-未知,categorical_dummy_or_binary,aligned
188,酒精测试(ALKOTEST)_MISSING_OR_UNKNOWN,酒精测试(ALKOTEST)_MISSING_OR_UNKNOWN,酒精测试_ALKOTEST_MISSING_OR_UNKNOWN,酒精测试_ALKOTEST_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
189,酒精测试结果(TESTERG)_0-不适用,酒精测试结果(TESTERG)_0-不适用,酒精测试结果_TESTERG_0-不适用,酒精测试结果_TESTERG_0-不适用,categorical_dummy_or_binary,aligned
190,酒精测试结果(TESTERG)_2-未饮酒,酒精测试结果(TESTERG)_2-未饮酒,酒精测试结果_TESTERG_2-未饮酒,酒精测试结果_TESTERG_2-未饮酒,categorical_dummy_or_binary,aligned
191,酒精测试结果(TESTERG)_4-醉酒（≥80mg/100ml）,酒精测试结果(TESTERG)_4-醉酒（≥80mg/100ml）,酒精测试结果_TESTERG_4-醉酒（≥80mg/100ml）,酒精测试结果_TESTERG_4-醉酒（≥80mg/100ml）,categorical_dummy_or_binary,aligned
192,酒精测试结果(TESTERG)_5-饮酒，具体未知,酒精测试结果(TESTERG)_5-饮酒，具体未知,酒精测试结果_TESTERG_5-饮酒，具体未知,酒精测试结果_TESTERG_5-饮酒，具体未知,categorical_dummy_or_binary,aligned
193,酒精测试结果(TESTERG)_9-未知,酒精测试结果(TESTERG)_9-未知,酒精测试结果_TESTERG_9-未知,酒精测试结果_TESTERG_9-未知,categorical_dummy_or_binary,aligned
194,酒精测试结果(TESTERG)_MISSING_OR_UNKNOWN,酒精测试结果(TESTERG)_MISSING_OR_UNKNOWN,酒精测试结果_TESTERG_MISSING_OR_UNKNOWN,酒精测试结果_TESTERG_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
195,血液测试(BLUTPR)_1-是,血液测试(BLUTPR)_1-是,血液测试_BLUTPR_1-是,血液测试_BLUTPR_1-是,categorical_dummy_or_binary,aligned
196,血液测试(BLUTPR)_2-否,血液测试(BLUTPR)_2-否,血液测试_BLUTPR_2-否,血液测试_BLUTPR_2-否,categorical_dummy_or_binary,aligned
197,血液测试(BLUTPR)_9-未知,血液测试(BLUTPR)_9-未知,血液测试_BLUTPR_9-未知,血液测试_BLUTPR_9-未知,categorical_dummy_or_binary,aligned
198,血液测试(BLUTPR)_MISSING_OR_UNKNOWN,血液测试(BLUTPR)_MISSING_OR_UNKNOWN,血液测试_BLUTPR_MISSING_OR_UNKNOWN,血液测试_BLUTPR_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
199,场景类型(PCSCNE)_0-不适用,场景类型(PCSCNE)_0-不适用,场景类型_PCSCNE_0-不适用,场景类型_PCSCNE_0-不适用,categorical_dummy_or_binary,aligned
200,场景类型(PCSCNE)_9-自车转向/换道/掉头等，与直行车辆侧撞,场景类型(PCSCNE)_9-自车转向/换道/掉头等，与直行车辆侧撞,场景类型_PCSCNE_9-自车转向/换道/掉头等，与直行车辆侧撞,场景类型_PCSCNE_9-自车转向/换道/掉头等，与直行车辆侧撞,categorical_dummy_or_binary,aligned
201,场景类型(PCSCNE)_MISSING_OR_UNKNOWN,场景类型(PCSCNE)_MISSING_OR_UNKNOWN,场景类型_PCSCNE_MISSING_OR_UNKNOWN,场景类型_PCSCNE_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
202,碰撞时参与方状态(PARTISTATUS)_1-运动，前进,碰撞时参与方状态(PARTISTATUS)_1-运动，前进,碰撞时参与方状态_PARTISTATUS_1-运动，前进,碰撞时参与方状态_PARTISTATUS_1-运动，前进,categorical_dummy_or_binary,aligned
203,碰撞时参与方状态(PARTISTATUS)_3-静止,碰撞时参与方状态(PARTISTATUS)_3-静止,碰撞时参与方状态_PARTISTATUS_3-静止,碰撞时参与方状态_PARTISTATUS_3-静止,categorical_dummy_or_binary,aligned
204,碰撞时参与方状态(PARTISTATUS)_MISSING_OR_UNKNOWN,碰撞时参与方状态(PARTISTATUS)_MISSING_OR_UNKNOWN,碰撞时参与方状态_PARTISTATUS_MISSING_OR_UNKNOWN,碰撞时参与方状态_PARTISTATUS_MISSING_OR_UNKNOWN,categorical_dummy_or_binary,aligned
205,ARU事故原因1(URSWIS1)_0-无,ARU事故原因1(URSWIS1)_0-无,ARU事故原因1_URSWIS1_0-无,ARU事故原因1_URSWIS1_0-无,categorical_dummy_or_binary,aligned
206,ARU事故原因1(URSWIS1)_1-酒驾,ARU事故原因1(URSWIS1)_1-酒驾,ARU事故原因1_URSWIS1_1-酒驾,ARU事故原因1_URSWIS1_1-酒驾,categorical_dummy_or_binary,aligned
207,ARU事故原因1(URSWIS1)_10-车道的错用或违规的道路使用,ARU事故原因1(URSWIS1)_10-车道的错用或违规的道路使用,ARU事故原因1_URSWIS1_10-车道的错用或违规的道路使用,ARU事故原因1_URSWIS1_10-车道的错用或违规的道路使用,categorical_dummy_or_binary,aligned
208,ARU事故原因1(URSWIS1)_11-违反右侧行驶戒律(包括在车道外行驶),ARU事故原因1(URSWIS1)_11-违反右侧行驶戒律(包括在车道外行驶),ARU事故原因1_URSWIS1_11-违反右侧行驶戒律_包括在车道外行驶,ARU事故原因1_URSWIS1_11-违反右侧行驶戒律_包括在车道外行驶,categorical_dummy_or_binary,aligned
209,ARU事故原因1(URSWIS1)_12-超速(车辆速度超过道路限速),ARU事故原因1(URSWIS1)_12-超速(车辆速度超过道路限速),ARU事故原因1_URSWIS1_12-超速_车辆速度超过道路限速,ARU事故原因1_URSWIS1_12-超速_车辆速度超过道路限速,categorical_dummy_or_binary,aligned
210,ARU事故原因1(URSWIS1)_13-在当时行驶的道路环境下速度过高(没有超速),ARU事故原因1(URSWIS1)_13-在当时行驶的道路环境下速度过高(没有超速),ARU事故原因1_URSWIS1_13-在当时行驶的道路环境下速度过高_没有超速,ARU事故原因1_URSWIS1_13-在当时行驶的道路环境下速度过高_没有超速,categorical_dummy_or_binary,aligned
211,ARU事故原因1(URSWIS1)_14-没有保持安全距离,ARU事故原因1(URSWIS1)_14-没有保持安全距离,ARU事故原因1_URSWIS1_14-没有保持安全距离,ARU事故原因1_URSWIS1_14-没有保持安全距离,categorical_dummy_or_binary,aligned
212,ARU事故原因1(URSWIS1)_17-有相向行驶车辆时超车,ARU事故原因1(URSWIS1)_17-有相向行驶车辆时超车,ARU事故原因1_URSWIS1_17-有相向行驶车辆时超车,ARU事故原因1_URSWIS1_17-有相向行驶车辆时超车,categorical_dummy_or_binary,aligned
213,ARU事故原因1(URSWIS1)_22-其他超车错误(侧向间距不足，在人行横道超车见38、39条),ARU事故原因1(URSWIS1)_22-其他超车错误(侧向间距不足，在人行横道超车见38、39条),ARU事故原因1_URSWIS1_22-其他超车错误_侧向间距不足，在人行横道超车见38、39条,ARU事故原因1_URSWIS1_22-其他超车错误_侧向间距不足，在人行横道超车见38、39条,categorical_dummy_or_binary,aligned
214,ARU事故原因1(URSWIS1)_26-并排行驶时未注意左右车流变动而犯了变道错误(除了第20条和25条以外),ARU事故原因1(URSWIS1)_26-并排行驶时未注意左右车流变动而犯了变道错误(除了第20条和25条以外),ARU事故原因1_URSWIS1_26-并排行驶时未注意左右车流变动而犯了变道错误_除了第20条和25条以外,ARU事故原因1_URSWIS1_26-并排行驶时未注意左右车流变动而犯了变道错误_除了第20条和25条以外,categorical_dummy_or_binary,aligned
215,ARU事故原因1(URSWIS1)_27-忽视“右侧优先”的交通规则,ARU事故原因1(URSWIS1)_27-忽视“右侧优先”的交通规则,ARU事故原因1_URSWIS1_27-忽视“右侧优先”的交通规则,ARU事故原因1_URSWIS1_27-忽视“右侧优先”的交通规则,categorical_dummy_or_binary,aligned
216,ARU事故原因1(URSWIS1)_29-当并入机动车道或双线车道时，忽视交通优先权,ARU事故原因1(URSWIS1)_29-当并入机动车道或双线车道时，忽视交通优先权,ARU事故原因1_URSWIS1_29-当并入机动车道或双线车道时，忽视交通优先权,ARU事故原因1_URSWIS1_29-当并入机动车道或双线车道时，忽视交通优先权,categorical_dummy_or_binary,aligned
217,ARU事故原因1(URSWIS1)_3-疲倦,ARU事故原因1(URSWIS1)_3-疲倦,ARU事故原因1_URSWIS1_3-疲倦,ARU事故原因1_URSWIS1_3-疲倦,categorical_dummy_or_binary,aligned
